fight_id,fight_url,date,game,away_team,away_team_name,home_team,home_team_name,away_player,away_player_name,away_player_got_fm,home_player,home_player_name,home_player_got_fm,fight_period,fight_minutes,fight_seconds,fight_votes,fight_votes_rating_sum,fight_votes_away_win,fight_votes_home_win,fight_votes_draw
111386,http://www.hockeyfights.com/fights/111386,"Apr 07, 2012",http://www.hockeyfights.com/games/137330,http://www.hockeyfights.com/teams/26,St. Louis Blues,http://www.hockeyfights.com/teams/10,Dallas Stars,http://www.hockeyfights.com/players/587,Barret Jackman,TRUE,http://www.hockeyfights.com/players/13274,Ryan Garbutt,TRUE,2,5,34,42,176,37,4,1
111389,http://www.hockeyfights.com/fights/111389,"Apr 07, 2012",http://www.hockeyfights.com/games/137327,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/players/4999,Matt Martin,TRUE,http://www.hockeyfights.com/players/1833,Derek Dorsett,TRUE,2,12,1,50,102,13,2,35
111388,http://www.hockeyfights.com/fights/111388,"Apr 07, 2012",http://www.hockeyfights.com/games/137327,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/players/1743,Micheal Haley,TRUE,http://www.hockeyfights.com/players/2705,Jared Boll,TRUE,2,9,46,57,272,3,46,8
111387,http://www.hockeyfights.com/fights/111387,"Apr 07, 2012",http://www.hockeyfights.com/games/137327,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/players/4999,Matt Martin,TRUE,http://www.hockeyfights.com/players/1833,Derek Dorsett,TRUE,1,5,2,39,86,16,2,21
111384,http://www.hockeyfights.com/fights/111384,"Apr 07, 2012",http://www.hockeyfights.com/games/137321,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/teams/24,Pittsburgh Penguins,http://www.hockeyfights.com/players/16507,Harry Zolnierczyk,TRUE,http://www.hockeyfights.com/players/6702,Joe Vitale,TRUE,1,2,22,133,825,4,128,1
111385,http://www.hockeyfights.com/fights/111385,"Apr 07, 2012",http://www.hockeyfights.com/games/137319,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/224,Robyn Regehr,TRUE,http://www.hockeyfights.com/players/299,Shawn Thornton,TRUE,1,12,38,104,528,7,93,4
111362,http://www.hockeyfights.com/fights/111362,"Apr 06, 2012",http://www.hockeyfights.com/games/137318,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/teams/26,St. Louis Blues,http://www.hockeyfights.com/players/422,Rostislav Klesla,TRUE,http://www.hockeyfights.com/players/2322,Chris Stewart,TRUE,3,16,9,32,75,20,0,12
111361,http://www.hockeyfights.com/fights/111361,"Apr 06, 2012",http://www.hockeyfights.com/games/137318,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/teams/26,St. Louis Blues,http://www.hockeyfights.com/players/819,Raffi Torres,TRUE,http://www.hockeyfights.com/players/2480,Matt D'Agostini,TRUE,3,14,30,33,93,22,2,9
111356,http://www.hockeyfights.com/fights/111356,"Apr 05, 2012",http://www.hockeyfights.com/games/137317,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/1524,Ryane Clowe,TRUE,http://www.hockeyfights.com/players/7404,Kyle Clifford,TRUE,2,13,34,103,605,100,0,3
111355,http://www.hockeyfights.com/fights/111355,"Apr 05, 2012",http://www.hockeyfights.com/games/137317,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/1524,Ryane Clowe,TRUE,http://www.hockeyfights.com/players/3318,Matt Greene,TRUE,1,9,48,86,361,80,0,6
111354,http://www.hockeyfights.com/fights/111354,"Apr 05, 2012",http://www.hockeyfights.com/games/137317,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/282,Joe Thornton,TRUE,http://www.hockeyfights.com/players/8168,Drew Doughty,TRUE,1,7,18,131,729,123,4,4
111353,http://www.hockeyfights.com/fights/111353,"Apr 05, 2012",http://www.hockeyfights.com/games/137316,http://www.hockeyfights.com/teams/1,Anaheim Ducks,http://www.hockeyfights.com/teams/12,Edmonton Oilers,http://www.hockeyfights.com/players/1859,George Parros,TRUE,http://www.hockeyfights.com/players/330,Darcy Hordichuk,TRUE,2,8,8,149,948,60,56,33
111352,http://www.hockeyfights.com/fights/111352,"Apr 05, 2012",http://www.hockeyfights.com/games/137314,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/teams/8,Colorado Avalanche,http://www.hockeyfights.com/players/1833,Derek Dorsett,TRUE,http://www.hockeyfights.com/players/1229,Cody McLeod,TRUE,1,2,6,51,214,10,22,19
111340,http://www.hockeyfights.com/fights/111340,"Apr 03, 2012",http://www.hockeyfights.com/games/137292,http://www.hockeyfights.com/teams/24,Pittsburgh Penguins,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/3406,James Neal,TRUE,http://www.hockeyfights.com/players/488,Andrew Ference,TRUE,2,18,27,221,1296,151,40,30
111336,http://www.hockeyfights.com/fights/111336,"Apr 03, 2012",http://www.hockeyfights.com/games/137295,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/players/437,Mike Rupp,TRUE,http://www.hockeyfights.com/players/362,Jody Shelley,TRUE,1,15,8,183,1202,7,175,1
111335,http://www.hockeyfights.com/fights/111335,"Apr 03, 2012",http://www.hockeyfights.com/games/137295,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/players/2257,Brandon Prust,TRUE,http://www.hockeyfights.com/players/7457,Zac Rinaldo,TRUE,1,11,6,138,688,114,5,19
111339,http://www.hockeyfights.com/fights/111339,"Apr 03, 2012",http://www.hockeyfights.com/games/137294,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/teams/18,New Jersey Devils,http://www.hockeyfights.com/players/1743,Micheal Haley,TRUE,http://www.hockeyfights.com/players/802,Cam Janssen,TRUE,1,12,26,135,987,11,62,62
111338,http://www.hockeyfights.com/fights/111338,"Apr 03, 2012",http://www.hockeyfights.com/games/137293,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/players/5702,Matt Frattin,TRUE,http://www.hockeyfights.com/players/7492,Marcus Foligno,TRUE,1,7,43,81,492,3,78,0
111337,http://www.hockeyfights.com/fights/111337,"Apr 03, 2012",http://www.hockeyfights.com/games/137293,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/players/3264,Jay Rosehill,TRUE,http://www.hockeyfights.com/players/7637,Brayden McNabb,TRUE,1,4,40,69,329,49,7,13
111328,http://www.hockeyfights.com/fights/111328,"Apr 02, 2012",http://www.hockeyfights.com/games/137291,http://www.hockeyfights.com/teams/12,Edmonton Oilers,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/1534,Ben Eager,TRUE,http://www.hockeyfights.com/players/4799,Jordan Nolan,TRUE,1,3,10,56,255,49,4,3
111325,http://www.hockeyfights.com/fights/111325,"Apr 02, 2012",http://www.hockeyfights.com/games/137290,http://www.hockeyfights.com/teams/30,Washington Capitals,http://www.hockeyfights.com/teams/27,Tampa Bay Lightning,http://www.hockeyfights.com/players/753,Jason Chimera,TRUE,http://www.hockeyfights.com/players/817,Ryan Malone,TRUE,2,5,39,74,375,1,72,1
111323,http://www.hockeyfights.com/fights/111323,"Apr 01, 2012",http://www.hockeyfights.com/games/137289,http://www.hockeyfights.com/teams/12,Edmonton Oilers,http://www.hockeyfights.com/teams/1,Anaheim Ducks,http://www.hockeyfights.com/players/4564,Colten Teubert,TRUE,http://www.hockeyfights.com/players/1497,Sheldon Brookbank,TRUE,3,7,6,53,247,4,20,29
111313,http://www.hockeyfights.com/fights/111313,"Apr 01, 2012",http://www.hockeyfights.com/games/137289,http://www.hockeyfights.com/teams/12,Edmonton Oilers,http://www.hockeyfights.com/teams/1,Anaheim Ducks,http://www.hockeyfights.com/players/1772,Cam Barker,TRUE,http://www.hockeyfights.com/players/1664,Ryan Getzlaf,TRUE,2,5,56,68,303,12,19,37
111312,http://www.hockeyfights.com/fights/111312,"Apr 01, 2012",http://www.hockeyfights.com/games/137287,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/teams/7,Chicago Blackhawks,http://www.hockeyfights.com/players/3123,Cody Almond,TRUE,http://www.hockeyfights.com/players/9079,Andrew Shaw,TRUE,2,9,15,119,812,71,19,29
111311,http://www.hockeyfights.com/fights/111311,"Apr 01, 2012",http://www.hockeyfights.com/games/137287,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/teams/7,Chicago Blackhawks,http://www.hockeyfights.com/players/1763,Clayton Stoner,TRUE,http://www.hockeyfights.com/players/6375,Brandon Bollig,TRUE,1,6,35,149,771,42,59,48
111310,http://www.hockeyfights.com/fights/111310,"Apr 01, 2012",http://www.hockeyfights.com/games/137287,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/teams/7,Chicago Blackhawks,http://www.hockeyfights.com/players/3148,Justin Falk,TRUE,http://www.hockeyfights.com/players/5962,Jimmy Hayes,TRUE,1,5,32,67,202,10,3,54
111307,http://www.hockeyfights.com/fights/111307,"Apr 01, 2012",http://www.hockeyfights.com/games/137286,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/players/16,Chris Neil,TRUE,http://www.hockeyfights.com/players/1743,Micheal Haley,TRUE,1,8,26,115,748,88,15,12
111306,http://www.hockeyfights.com/fights/111306,"Apr 01, 2012",http://www.hockeyfights.com/games/137288,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/teams/24,Pittsburgh Penguins,http://www.hockeyfights.com/players/4616,Wayne Simmonds,TRUE,http://www.hockeyfights.com/players/2511,Deryk Engelland,TRUE,3,18,57,223,1328,12,187,24
111283,http://www.hockeyfights.com/fights/111283,"Mar 31, 2012",http://www.hockeyfights.com/games/137283,http://www.hockeyfights.com/teams/10,Dallas Stars,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/players/13274,Ryan Garbutt,TRUE,http://www.hockeyfights.com/players/5589,Torrey Mitchell,TRUE,3,9,7,48,193,39,2,7
111282,http://www.hockeyfights.com/fights/111282,"Mar 31, 2012",http://www.hockeyfights.com/games/137283,http://www.hockeyfights.com/teams/10,Dallas Stars,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/players/7544,Jake Dowell,TRUE,http://www.hockeyfights.com/players/1841,Andrew Desjardins,TRUE,2,12,42,50,263,4,46,0
111281,http://www.hockeyfights.com/fights/111281,"Mar 31, 2012",http://www.hockeyfights.com/games/137281,http://www.hockeyfights.com/teams/1,Anaheim Ducks,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/players/1785,Corey Perry,TRUE,http://www.hockeyfights.com/players/1110,Gilbert Brule,TRUE,2,15,58,54,184,17,9,28
111280,http://www.hockeyfights.com/fights/111280,"Mar 31, 2012",http://www.hockeyfights.com/games/137278,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/teams/26,St. Louis Blues,http://www.hockeyfights.com/players/2705,Jared Boll,TRUE,http://www.hockeyfights.com/players/448,Scott Nichol,TRUE,2,15,16,55,245,35,5,15
111279,http://www.hockeyfights.com/fights/111279,"Mar 31, 2012",http://www.hockeyfights.com/games/137277,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/teams/27,Tampa Bay Lightning,http://www.hockeyfights.com/players/1533,Andrew Ladd,TRUE,http://www.hockeyfights.com/players/12870,Victor Hedman,TRUE,3,8,29,63,306,56,1,6
111278,http://www.hockeyfights.com/fights/111278,"Mar 31, 2012",http://www.hockeyfights.com/games/137277,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/teams/27,Tampa Bay Lightning,http://www.hockeyfights.com/players/2110,Ron Hainsey,TRUE,http://www.hockeyfights.com/players/817,Ryan Malone,TRUE,3,0,44,51,245,13,13,25
111276,http://www.hockeyfights.com/fights/111276,"Mar 31, 2012",http://www.hockeyfights.com/games/137272,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/players/843,Gregory Campbell,TRUE,http://www.hockeyfights.com/players/1743,Micheal Haley,TRUE,2,2,56,113,624,8,95,10
111249,http://www.hockeyfights.com/fights/111249,"Mar 30, 2012",http://www.hockeyfights.com/games/137265,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/teams/6,Carolina Hurricanes,http://www.hockeyfights.com/players/5348,Zach Bogosian,TRUE,http://www.hockeyfights.com/players/1838,Anthony Stewart,TRUE,1,10,53,49,73,1,4,44
111232,http://www.hockeyfights.com/fights/111232,"Mar 28, 2012",http://www.hockeyfights.com/games/137254,http://www.hockeyfights.com/teams/8,Colorado Avalanche,http://www.hockeyfights.com/teams/29,Vancouver Canucks,http://www.hockeyfights.com/players/8240,Mark Olver,TRUE,http://www.hockeyfights.com/players/5008,David Booth,TRUE,1,15,0,86,492,6,77,3
111231,http://www.hockeyfights.com/fights/111231,"Mar 28, 2012",http://www.hockeyfights.com/games/137251,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/players/6357,Stu Bickel,TRUE,http://www.hockeyfights.com/players/5561,Tanner Glass,TRUE,3,5,56,130,706,53,54,23
111221,http://www.hockeyfights.com/fights/111221,"Mar 27, 2012",http://www.hockeyfights.com/games/137248,http://www.hockeyfights.com/teams/13,Florida Panthers,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/players/9031,Erik Gudbranson,TRUE,http://www.hockeyfights.com/players/1214,Ryan White,TRUE,3,2,4,87,521,80,5,2
111197,http://www.hockeyfights.com/fights/111197,"Mar 25, 2012",http://www.hockeyfights.com/games/137231,http://www.hockeyfights.com/teams/17,Nashville Predators,http://www.hockeyfights.com/teams/7,Chicago Blackhawks,http://www.hockeyfights.com/players/421,Jordin Tootoo,TRUE,http://www.hockeyfights.com/players/6375,Brandon Bollig,TRUE,1,4,56,189,1212,3,185,1
111133,http://www.hockeyfights.com/fights/111133,"Mar 24, 2012",http://www.hockeyfights.com/games/137220,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/2054,Chris Kelly,TRUE,http://www.hockeyfights.com/players/4598,Trevor Lewis,TRUE,1,10,37,111,586,97,11,3
111132,http://www.hockeyfights.com/fights/111132,"Mar 24, 2012",http://www.hockeyfights.com/games/137224,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/players/2215,Josh Gorges,TRUE,http://www.hockeyfights.com/players/372,Pavel Kubina,TRUE,3,1,20,102,424,10,86,6
111131,http://www.hockeyfights.com/fights/111131,"Mar 24, 2012",http://www.hockeyfights.com/games/137221,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/players/9429,Nick Johnson,TRUE,http://www.hockeyfights.com/players/6671,Travis Turnbull,TRUE,2,11,57,59,247,2,46,11
111086,http://www.hockeyfights.com/fights/111086,"Mar 23, 2012",http://www.hockeyfights.com/games/137217,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/players/16,Chris Neil,TRUE,http://www.hockeyfights.com/players/1214,Ryan White,TRUE,1,20,0,137,567,70,46,21
111084,http://www.hockeyfights.com/fights/111084,"Mar 23, 2012",http://www.hockeyfights.com/games/137217,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/players/1692,Zenon Konopka,TRUE,http://www.hockeyfights.com/players/1754,Brad Staubitz,TRUE,1,2,6,126,755,30,70,26
111085,http://www.hockeyfights.com/fights/111085,"Mar 23, 2012",http://www.hockeyfights.com/games/137215,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/teams/30,Washington Capitals,http://www.hockeyfights.com/players/5232,Jim Slater,TRUE,http://www.hockeyfights.com/players/2234,Brooks Laich,TRUE,2,7,7,47,184,12,15,20
111078,http://www.hockeyfights.com/fights/111078,"Mar 22, 2012",http://www.hockeyfights.com/games/137211,http://www.hockeyfights.com/teams/26,St. Louis Blues,http://www.hockeyfights.com/teams/14,Los Angeles Kings,http://www.hockeyfights.com/players/2322,Chris Stewart,TRUE,http://www.hockeyfights.com/players/7404,Kyle Clifford,TRUE,2,0,34,51,217,46,2,3
111077,http://www.hockeyfights.com/fights/111077,"Mar 22, 2012",http://www.hockeyfights.com/games/137209,http://www.hockeyfights.com/teams/29,Vancouver Canucks,http://www.hockeyfights.com/teams/10,Dallas Stars,http://www.hockeyfights.com/players/2908,Dale Weise,TRUE,http://www.hockeyfights.com/players/7544,Jake Dowell,TRUE,1,9,21,69,379,6,57,6
111069,http://www.hockeyfights.com/fights/111069,"Mar 21, 2012",http://www.hockeyfights.com/games/137200,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/players/1754,Brad Staubitz,TRUE,http://www.hockeyfights.com/players/591,Cody McCormick,TRUE,1,2,47,138,896,89,26,23
111064,http://www.hockeyfights.com/fights/111064,"Mar 20, 2012",http://www.hockeyfights.com/games/137197,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/teams/10,Dallas Stars,http://www.hockeyfights.com/players/161,Shane Doan,TRUE,http://www.hockeyfights.com/players/154,Brenden Morrow,TRUE,2,5,54,52,125,27,4,21
111063,http://www.hockeyfights.com/fights/111063,"Mar 20, 2012",http://www.hockeyfights.com/games/137194,http://www.hockeyfights.com/teams/7,Chicago Blackhawks,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/players/6375,Brandon Bollig,TRUE,http://www.hockeyfights.com/players/2705,Jared Boll,TRUE,1,2,34,100,503,85,2,13
111060,http://www.hockeyfights.com/fights/111060,"Mar 19, 2012",http://www.hockeyfights.com/games/137190,http://www.hockeyfights.com/teams/1,Anaheim Ducks,http://www.hockeyfights.com/teams/25,San Jose Sharks,http://www.hockeyfights.com/players/1859,George Parros,TRUE,http://www.hockeyfights.com/players/1567,Brad Winchester,TRUE,2,2,22,77,328,65,2,10
111059,http://www.hockeyfights.com/fights/111059,"Mar 19, 2012",http://www.hockeyfights.com/games/137189,http://www.hockeyfights.com/teams/29,Vancouver Canucks,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/players/1562,Kevin Bieksa,TRUE,http://www.hockeyfights.com/players/9429,Nick Johnson,TRUE,1,18,4,64,213,51,1,12
111058,http://www.hockeyfights.com/fights/111058,"Mar 19, 2012",http://www.hockeyfights.com/games/137186,http://www.hockeyfights.com/teams/18,New Jersey Devils,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/players/31,Eric Boulton,TRUE,http://www.hockeyfights.com/players/437,Mike Rupp,TRUE,1,0,3,164,1055,28,120,16
111057,http://www.hockeyfights.com/fights/111057,"Mar 19, 2012",http://www.hockeyfights.com/games/137186,http://www.hockeyfights.com/teams/18,New Jersey Devils,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/players/802,Cam Janssen,TRUE,http://www.hockeyfights.com/players/2257,Brandon Prust,TRUE,1,0,3,177,1090,49,66,62
111056,http://www.hockeyfights.com/fights/111056,"Mar 19, 2012",http://www.hockeyfights.com/games/137186,http://www.hockeyfights.com/teams/18,New Jersey Devils,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/players/6930,Ryan Carter,TRUE,http://www.hockeyfights.com/players/6357,Stu Bickel,TRUE,1,0,3,258,1993,90,144,24
111055,http://www.hockeyfights.com/fights/111055,"Mar 19, 2012",http://www.hockeyfights.com/games/137185,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/777,Michael Komisarek,TRUE,http://www.hockeyfights.com/players/2638,Milan Lucic,TRUE,1,13,10,324,2363,17,299,8
111054,http://www.hockeyfights.com/fights/111054,"Mar 19, 2012",http://www.hockeyfights.com/games/137185,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/2771,Luke Schenn,TRUE,http://www.hockeyfights.com/players/843,Gregory Campbell,TRUE,1,12,19,186,971,73,77,36
111022,http://www.hockeyfights.com/fights/111022,"Mar 18, 2012",http://www.hockeyfights.com/games/137184,http://www.hockeyfights.com/teams/6,Carolina Hurricanes,http://www.hockeyfights.com/teams/31,Winnipeg Jets,http://www.hockeyfights.com/players/3577,Patrick Dwyer,TRUE,http://www.hockeyfights.com/players/2681,Spencer Machacek,TRUE,2,6,9,73,458,1,72,0
111021,http://www.hockeyfights.com/fights/111021,"Mar 18, 2012",http://www.hockeyfights.com/games/137182,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/teams/12,Edmonton Oilers,http://www.hockeyfights.com/players/2549,Keith Yandle,TRUE,http://www.hockeyfights.com/players/9842,Lennart Petrell,TRUE,1,1,25,50,182,1,37,12
111020,http://www.hockeyfights.com/fights/111020,"Mar 18, 2012",http://www.hockeyfights.com/games/137181,http://www.hockeyfights.com/teams/9,Columbus Blue Jackets,http://www.hockeyfights.com/teams/5,Calgary Flames,http://www.hockeyfights.com/players/2705,Jared Boll,TRUE,http://www.hockeyfights.com/players/1397,Guillaume Desbiens,TRUE,1,13,10,62,345,4,50,8
110956,http://www.hockeyfights.com/fights/110956,"Mar 17, 2012",http://www.hockeyfights.com/games/137175,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/teams/13,Florida Panthers,http://www.hockeyfights.com/players/2247,Mike Weber,TRUE,http://www.hockeyfights.com/players/2484,Shawn Matthias,TRUE,2,9,16,42,91,7,6,29
110953,http://www.hockeyfights.com/fights/110953,"Mar 17, 2012",http://www.hockeyfights.com/games/137175,http://www.hockeyfights.com/teams/4,Buffalo Sabres,http://www.hockeyfights.com/teams/13,Florida Panthers,http://www.hockeyfights.com/players/5307,Christian Ehrhoff,TRUE,http://www.hockeyfights.com/players/1174,Kris Versteeg,TRUE,1,3,4,47,81,3,7,37
110952,http://www.hockeyfights.com/fights/110952,"Mar 17, 2012",http://www.hockeyfights.com/games/137173,http://www.hockeyfights.com/teams/8,Colorado Avalanche,http://www.hockeyfights.com/teams/20,New York Rangers,http://www.hockeyfights.com/players/1229,Cody McLeod,TRUE,http://www.hockeyfights.com/players/6357,Stu Bickel,TRUE,2,2,20,65,327,2,60,3
110955,http://www.hockeyfights.com/fights/110955,"Mar 17, 2012",http://www.hockeyfights.com/games/137172,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/players/5600,Mikhail Grabovski,TRUE,http://www.hockeyfights.com/players/16,Chris Neil,TRUE,2,13,23,165,772,75,74,16
110954,http://www.hockeyfights.com/fights/110954,"Mar 17, 2012",http://www.hockeyfights.com/games/137172,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/players/2771,Luke Schenn,TRUE,http://www.hockeyfights.com/players/1876,Nick Foligno,TRUE,2,13,23,123,698,53,55,15
110951,http://www.hockeyfights.com/fights/110951,"Mar 17, 2012",http://www.hockeyfights.com/games/137172,http://www.hockeyfights.com/teams/28,Toronto Maple Leafs,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/players/1665,Clarke MacArthur,TRUE,http://www.hockeyfights.com/players/672,Sergei Gonchar,TRUE,1,11,22,67,237,55,4,8
110950,http://www.hockeyfights.com/fights/110950,"Mar 17, 2012",http://www.hockeyfights.com/games/137171,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/players/4999,Matt Martin,TRUE,http://www.hockeyfights.com/players/1214,Ryan White,TRUE,1,9,1,87,445,37,34,16
110917,http://www.hockeyfights.com/fights/110917,"Mar 17, 2012",http://www.hockeyfights.com/games/137170,http://www.hockeyfights.com/teams/6,Carolina Hurricanes,http://www.hockeyfights.com/teams/15,Minnesota Wild,http://www.hockeyfights.com/players/3000,Brandon Sutter,TRUE,http://www.hockeyfights.com/players/6574,Nate Prosser,TRUE,1,3,24,70,365,23,20,27
110916,http://www.hockeyfights.com/fights/110916,"Mar 17, 2012",http://www.hockeyfights.com/games/137168,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/2079,Maxime Talbot,TRUE,http://www.hockeyfights.com/players/2049,Johnny Boychuk,TRUE,2,4,8,115,479,2,107,6
110915,http://www.hockeyfights.com/fights/110915,"Mar 17, 2012",http://www.hockeyfights.com/games/137168,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/teams/3,Boston Bruins,http://www.hockeyfights.com/players/7457,Zac Rinaldo,TRUE,http://www.hockeyfights.com/players/843,Gregory Campbell,TRUE,1,1,55,111,598,73,20,18
110908,http://www.hockeyfights.com/fights/110908,"Mar 16, 2012",http://www.hockeyfights.com/games/137163,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/players/1754,Brad Staubitz,TRUE,http://www.hockeyfights.com/players/16,Chris Neil,TRUE,1,12,27,87,486,4,76,7
110907,http://www.hockeyfights.com/fights/110907,"Mar 16, 2012",http://www.hockeyfights.com/games/137163,http://www.hockeyfights.com/teams/16,Montreal Canadiens,http://www.hockeyfights.com/teams/21,Ottawa Senators,http://www.hockeyfights.com/players/5349,P.K. Subban,TRUE,http://www.hockeyfights.com/players/16071,Colin Greening,TRUE,1,3,5,67,217,17,21,29
110897,http://www.hockeyfights.com/fights/110897,"Mar 15, 2012",http://www.hockeyfights.com/games/137161,http://www.hockeyfights.com/teams/23,Arizona Coyotes,http://www.hockeyfights.com/teams/5,Calgary Flames,http://www.hockeyfights.com/players/1803,Paul Bissonnette,TRUE,http://www.hockeyfights.com/players/1397,Guillaume Desbiens,TRUE,1,14,54,69,268,15,16,38
110896,http://www.hockeyfights.com/fights/110896,"Mar 15, 2012",http://www.hockeyfights.com/games/137156,http://www.hockeyfights.com/teams/22,Philadelphia Flyers,http://www.hockeyfights.com/teams/19,New York Islanders,http://www.hockeyfights.com/players/4616,Wayne Simmonds,TRUE,http://www.hockeyfights.com/players/4999,Matt Martin,TRUE,2,3,57,90,520,3,77,10
